,COMMUNITY AREA NAME,PER CAPITA INCOME,KWH MEAN 2010,TOTAL POPULATION
26527,Fuller Park,9016,9959.57,9.0
26528,Fuller Park,9016,12880.0,10.0
26529,Fuller Park,9016,6564.5,47.0
26530,Fuller Park,9016,6854.6,47.0
26531,Fuller Park,9016,12098.57,85.0
26532,Fuller Park,9016,8980.5,12.0
26533,Fuller Park,9016,7307.57,16.0
26534,Fuller Park,9016,9270.5,80.0
26535,Fuller Park,9016,6711.0,80.0
26536,Fuller Park,9016,4142.5,6.0
26537,Fuller Park,9016,4919.0,29.0
26538,Fuller Park,9016,9255.22,96.0
26539,Fuller Park,9016,5001.25,23.0
26540,Fuller Park,9016,7391.25,23.0
26541,Fuller Park,9016,6049.5,3.0
26542,Fuller Park,9016,6619.67,27.0
26543,Fuller Park,9016,7228.5,27.0
26544,Fuller Park,9016,10108.0,81.0
26545,Fuller Park,9016,8414.0,81.0
26546,Fuller Park,9016,6929.83,62.0
26547,Fuller Park,9016,9120.83,62.0
26548,Fuller Park,9016,9587.0,0.0
26549,Fuller Park,9016,13299.0,0.0
26550,Fuller Park,9016,15904.0,21.0
26551,Fuller Park,9016,12238.43,68.0
26552,Fuller Park,9016,10086.25,68.0
26553,Fuller Park,9016,10073.18,78.0
26554,Fuller Park,9016,6755.33,78.0
26555,Fuller Park,9016,19500.5,78.0
26556,Fuller Park,9016,8872.93,78.0
26557,Fuller Park,9016,8856.0,78.0
26558,Fuller Park,9016,7379.46,16.0
26559,Grand Boulevard,22056,1644.0,0.0
26560,Grand Boulevard,22056,16100.0,44.0
26561,Grand Boulevard,22056,1873.5,15.0
26562,Grand Boulevard,22056,34835.0,77.0
26563,Grand Boulevard,22056,17790.83,224.0
26564,Grand Boulevard,22056,15827.0,71.0
26565,Grand Boulevard,22056,62350.0,0.0
26566,Grand Boulevard,22056,48066.0,19.0
26567,Grand Boulevard,22056,35871.0,83.0
26568,Grand Boulevard,22056,5927.0,30.0
26569,Grand Boulevard,22056,7558.0,85.0
26570,Grand Boulevard,22056,29514.0,52.0
26571,Grand Boulevard,22056,15381.67,74.0
26572,Grand Boulevard,22056,117372.3,11312.0
26573,Grand Boulevard,22056,11756.31,136.0
26574,Grand Boulevard,22056,14244.6,136.0
26575,Grand Boulevard,22056,8231.5,16.0
26576,Grand Boulevard,22056,26752.5,28.0
26577,Grand Boulevard,22056,21833.6,28.0
26578,Grand Boulevard,22056,6480.55,19.0
26579,Grand Boulevard,22056,11134.0,38.0
26580,Grand Boulevard,22056,12895.0,38.0
26581,Grand Boulevard,22056,9831.63,132.0
26582,Grand Boulevard,22056,6616.5,132.0
26583,Grand Boulevard,22056,23110.5,64.0
26584,Grand Boulevard,22056,6391.56,64.0
26585,Grand Boulevard,22056,9127.0,12.0
26586,Grand Boulevard,22056,26501.5,51.0
26587,Grand Boulevard,22056,8450.0,51.0
26588,Grand Boulevard,22056,9743.0,51.0
26589,Grand Boulevard,22056,10620.0,74.0
26590,Grand Boulevard,22056,7974.0,57.0
26591,Grand Boulevard,22056,4739.33,57.0
26592,Grand Boulevard,22056,11566.33,77.0
26593,Grand Boulevard,22056,14678.67,77.0
26594,Grand Boulevard,22056,9712.88,52.0
26595,Grand Boulevard,22056,13367.0,52.0
26596,Grand Boulevard,22056,3496.33,22.0
26597,Grand Boulevard,22056,7726.67,29.0
26598,Grand Boulevard,22056,12545.6,29.0
26599,Grand Boulevard,22056,7138.0,22.0
26600,Grand Boulevard,22056,16041.0,39.0
26601,Grand Boulevard,22056,20411.33,132.0
26602,Grand Boulevard,22056,9586.5,132.0
26603,Grand Boulevard,22056,11240.33,71.0
26604,Grand Boulevard,22056,7833.0,71.0
26605,Grand Boulevard,22056,12755.5,41.0
26606,Grand Boulevard,22056,7502.0,41.0
26607,Grand Boulevard,22056,5612.0,18.0
26608,Grand Boulevard,22056,33728.5,542.0
26609,Grand Boulevard,22056,12560.5,542.0
26610,Grand Boulevard,22056,6776.5,542.0
26611,Grand Boulevard,22056,6734.85,180.0
26612,Grand Boulevard,22056,32775.8,180.0
26613,Grand Boulevard,22056,9851.5,12.0
26614,Grand Boulevard,22056,8958.0,9.0
26615,Grand Boulevard,22056,8405.0,9.0
26616,Grand Boulevard,22056,15003.0,229.0
26617,Grand Boulevard,22056,17430.0,92.0
26618,Grand Boulevard,22056,30691.0,8.0
26619,Grand Boulevard,22056,11361.0,67.0
26620,Grand Boulevard,22056,14121.2,67.0
26621,Grand Boulevard,22056,12249.67,180.0
26622,Grand Boulevard,22056,144582.0,29.0
26623,Grand Boulevard,22056,422671.0,577.0
26624,Grand Boulevard,22056,10880.83,64.0
26625,Grand Boulevard,22056,10454.83,64.0
26626,Grand Boulevard,22056,38686.0,9.0
26627,Grand Boulevard,22056,24723.0,229.0
26628,Grand Boulevard,22056,9301.4,224.0
26629,Grand Boulevard,22056,8624.11,53.0
26630,Grand Boulevard,22056,8344.0,53.0
26631,Grand Boulevard,22056,4853.5,30.0
26632,Grand Boulevard,22056,21850.5,62.0
26633,Grand Boulevard,22056,18010.0,62.0
26634,Grand Boulevard,22056,5980.0,8.0
26635,Grand Boulevard,22056,13899.0,29.0
26636,Grand Boulevard,22056,20910.0,29.0
26637,Grand Boulevard,22056,9064.2,50.0
26638,Grand Boulevard,22056,10666.5,161.0
26639,Grand Boulevard,22056,11525.4,161.0
26640,Grand Boulevard,22056,27845.25,54.0
26641,Grand Boulevard,22056,12087.5,54.0
26642,Grand Boulevard,22056,10953.0,53.0
26643,Grand Boulevard,22056,23306.25,101.0
26644,Grand Boulevard,22056,17040.0,85.0
26645,Grand Boulevard,22056,15094.0,85.0
26646,Grand Boulevard,22056,10917.13,104.0
26647,Grand Boulevard,22056,5751.5,104.0
26648,Grand Boulevard,22056,15699.0,155.0
26649,Grand Boulevard,22056,12333.11,155.0
26650,Grand Boulevard,22056,8501.6,123.0
26651,Grand Boulevard,22056,3970.5,69.0
26652,Grand Boulevard,22056,17825.0,6.0
26653,Grand Boulevard,22056,9513.91,100.0
26654,Grand Boulevard,22056,17428.0,100.0
26655,Grand Boulevard,22056,18758.0,142.0
26656,Grand Boulevard,22056,9924.83,71.0
26657,Grand Boulevard,22056,15240.0,123.0
26658,Grand Boulevard,22056,10555.25,12.0
26659,Grand Boulevard,22056,11964.0,33.0
26660,Grand Boulevard,22056,11647.33,33.0
26661,Grand Boulevard,22056,14335.5,0.0
26662,Grand Boulevard,22056,20809.33,0.0
26663,Grand Boulevard,22056,19164.0,67.0
26664,Grand Boulevard,22056,17742.0,67.0
26665,Grand Boulevard,22056,42097.5,25.0
26666,Grand Boulevard,22056,4918.5,43.0
26667,Grand Boulevard,22056,14507.0,43.0
26668,Grand Boulevard,22056,7257.33,14.0
26669,Grand Boulevard,22056,12946.8,22.0
26670,Grand Boulevard,22056,7951.33,29.0
26671,Grand Boulevard,22056,13826.0,29.0
26672,Grand Boulevard,22056,16032.8,41.0
26673,Grand Boulevard,22056,14141.6,77.0
26674,Grand Boulevard,22056,9521.5,77.0
26675,Grand Boulevard,22056,14065.0,60.0
26676,Grand Boulevard,22056,11706.0,19.0
26677,Grand Boulevard,22056,5765.0,203.0
26678,Grand Boulevard,22056,16395.5,5.0
26679,Grand Boulevard,22056,9042.0,31.0
26680,Grand Boulevard,22056,1782.0,31.0
26681,Grand Boulevard,22056,14368.25,88.0
26682,Grand Boulevard,22056,13791.0,88.0
26683,Grand Boulevard,22056,16662.38,80.0
26684,Grand Boulevard,22056,9314.64,83.0
26685,Grand Boulevard,22056,9439.75,60.0
26686,Grand Boulevard,22056,12691.23,98.0
26687,Grand Boulevard,22056,10665.4,98.0
26688,Grand Boulevard,22056,15023.0,33.0
26689,Grand Boulevard,22056,22915.67,57.0
26690,Grand Boulevard,22056,11487.5,21.0
26691,Grand Boulevard,22056,12476.5,89.0
26692,Grand Boulevard,22056,2748.0,114.0
26693,Grand Boulevard,22056,10764.75,114.0
26694,Grand Boulevard,22056,1052.5,76.0
26695,Grand Boulevard,22056,14567.2,76.0
26696,Grand Boulevard,22056,22271.0,71.0
26697,Grand Boulevard,22056,16978.0,119.0
26698,Grand Boulevard,22056,10554.44,119.0
26699,Grand Boulevard,22056,11980.8,113.0
26700,Grand Boulevard,22056,12803.0,121.0
26701,Grand Boulevard,22056,13489.5,121.0
26702,Grand Boulevard,22056,30232.5,71.0
26703,Grand Boulevard,22056,10203.0,127.0
26704,Grand Boulevard,22056,19783.67,127.0
26705,Grand Boulevard,22056,20537.57,79.0
26706,Grand Boulevard,22056,24436.0,120.0
26707,Grand Boulevard,22056,19493.2,120.0
26708,Grand Boulevard,22056,7296.5,117.0
26709,Grand Boulevard,22056,18017.17,117.0
26710,Grand Boulevard,22056,11529.0,27.0
26711,Grand Boulevard,22056,7423.33,61.0
26712,Grand Boulevard,22056,21781.67,23.0
26713,Grand Boulevard,22056,11554.25,58.0
26714,Grand Boulevard,22056,23217.0,58.0
26715,Grand Boulevard,22056,15754.0,47.0
26716,Grand Boulevard,22056,23511.0,87.0
26717,Grand Boulevard,22056,23709.75,87.0
26718,Grand Boulevard,22056,5190.0,22.0
26719,Grand Boulevard,22056,10360.2,83.0
26720,Grand Boulevard,22056,8812.0,83.0
26721,Grand Boulevard,22056,21903.5,118.0
26722,Grand Boulevard,22056,9986.0,118.0
26723,Grand Boulevard,22056,15983.33,118.0
26724,Grand Boulevard,22056,17104.67,168.0
26725,Grand Boulevard,22056,4612.0,77.0
26726,Grand Boulevard,22056,13983.92,77.0
26727,Grand Boulevard,22056,14103.0,27.0
26728,Grand Boulevard,22056,17187.43,51.0
26729,Grand Boulevard,22056,12855.0,37.0
26730,Grand Boulevard,22056,13716.5,41.0
26731,Grand Boulevard,22056,16338.5,41.0
26732,Grand Boulevard,22056,15598.71,118.0
26733,Grand Boulevard,22056,7067.5,143.0
26734,Grand Boulevard,22056,25271.67,143.0
26735,Grand Boulevard,22056,18744.0,54.0
26736,Grand Boulevard,22056,14482.0,94.0
26737,Grand Boulevard,22056,18304.62,94.0
26738,Grand Boulevard,22056,15969.0,14.0
26739,Grand Boulevard,22056,21045.5,94.0
26740,Grand Boulevard,22056,5566.67,42.0
26741,Grand Boulevard,22056,771.0,78.0
26742,Grand Boulevard,22056,17960.71,132.0
26743,Grand Boulevard,22056,22381.0,103.0
26744,Grand Boulevard,22056,16904.17,103.0
26745,Grand Boulevard,22056,6183.0,103.0
26746,Grand Boulevard,22056,9444.58,70.0
26747,Grand Boulevard,22056,11669.39,77.0
26748,Grand Boulevard,22056,11697.33,77.0
26749,Grand Boulevard,22056,10831.0,44.0
26750,Grand Boulevard,22056,15055.5,291.0
26751,Grand Boulevard,22056,1622.0,4.0
26752,Grand Boulevard,22056,5130.5,4.0
26753,Grand Boulevard,22056,13062.0,21.0
26754,Grand Boulevard,22056,9734.43,50.0
26755,Grand Boulevard,22056,11541.13,83.0
26756,Grand Boulevard,22056,18148.8,147.0
26757,Grand Boulevard,22056,16333.33,65.0
26758,Grand Boulevard,22056,10006.75,55.0
26759,Grand Boulevard,22056,22089.0,75.0
26760,Grand Boulevard,22056,7399.5,72.0
26761,Grand Boulevard,22056,12398.5,72.0
26762,Grand Boulevard,22056,11019.2,151.0
26763,Grand Boulevard,22056,14090.0,151.0
26764,Grand Boulevard,22056,13311.0,151.0
26765,Grand Boulevard,22056,11920.0,151.0
26766,Grand Boulevard,22056,13619.0,151.0
26767,Grand Boulevard,22056,13815.56,65.0
26768,Grand Boulevard,22056,7748.0,55.0
26769,Grand Boulevard,22056,5554.25,55.0
26770,Grand Boulevard,22056,9095.14,43.0
26771,Grand Boulevard,22056,18625.14,68.0
26772,Grand Boulevard,22056,13650.0,68.0
26773,Grand Boulevard,22056,40151.0,106.0
26774,Grand Boulevard,22056,22071.0,83.0
26775,Grand Boulevard,22056,16527.0,83.0
26776,Grand Boulevard,22056,13925.5,83.0
26777,Grand Boulevard,22056,2023.8,1.0
26778,Grand Boulevard,22056,8927.6,45.0
26779,Grand Boulevard,22056,19592.5,164.0
26780,Grand Boulevard,22056,6616.0,68.0
26781,Grand Boulevard,22056,13989.75,198.0
26782,Grand Boulevard,22056,29523.0,113.0
26783,Grand Boulevard,22056,12810.13,113.0
26784,Grand Boulevard,22056,10834.0,113.0
26785,Grand Boulevard,22056,11571.33,119.0
26786,Grand Boulevard,22056,16602.75,119.0
26787,Grand Boulevard,22056,24205.2,119.0
26788,Grand Boulevard,22056,12713.86,252.0
26789,Grand Boulevard,22056,20490.0,100.0
26790,Grand Boulevard,22056,6924.5,100.0
26791,Grand Boulevard,22056,12233.5,80.0
26792,Grand Boulevard,22056,26383.0,80.0
26793,Grand Boulevard,22056,32643.0,54.0
26794,Grand Boulevard,22056,29118.0,144.0
26795,Grand Boulevard,22056,10896.0,74.0
26796,Grand Boulevard,22056,15190.5,11.0
26797,Grand Boulevard,22056,4737.75,65.0
26798,Grand Boulevard,22056,17129.0,65.0
26799,Grand Boulevard,22056,24317.25,57.0
26800,Grand Boulevard,22056,8972.83,48.0
26801,Grand Boulevard,22056,14455.8,48.0
26802,Grand Boulevard,22056,10378.17,86.0
26803,Grand Boulevard,22056,9350.0,111.0
26804,Grand Boulevard,22056,8375.5,32.0
26805,Grand Boulevard,22056,6857.0,28.0
26806,Grand Boulevard,22056,22883.0,114.0
26807,Grand Boulevard,22056,17130.83,114.0
26808,Grand Boulevard,22056,24991.0,142.0
26809,Grand Boulevard,22056,12257.0,85.0
26810,Grand Boulevard,22056,17412.5,86.0
26811,Grand Boulevard,22056,7007.33,73.0
26812,Grand Boulevard,22056,7692.44,50.0
26813,Grand Boulevard,22056,6314.0,50.0
26814,Grand Boulevard,22056,9466.67,51.0
26815,Grand Boulevard,22056,16230.0,51.0
26816,Grand Boulevard,22056,11994.0,80.0
26817,Grand Boulevard,22056,16754.5,80.0
26818,Grand Boulevard,22056,10426.0,63.0
26819,Grand Boulevard,22056,14877.67,63.0
26820,Grand Boulevard,22056,11606.69,73.0
26821,Grand Boulevard,22056,20090.5,73.0
26822,Grand Boulevard,22056,8994.33,0.0
26823,Grand Boulevard,22056,11170.0,0.0
26824,Grand Boulevard,22056,24433.0,56.0
26825,Grand Boulevard,22056,17595.33,71.0
26826,Grand Boulevard,22056,12187.33,71.0
26827,Grand Boulevard,22056,20639.5,64.0
26828,Grand Boulevard,22056,10424.4,16.0
26829,Grand Boulevard,22056,10581.2,85.0
26830,Grand Boulevard,22056,8593.14,64.0
26831,Grand Boulevard,22056,20351.5,29.0
26832,Grand Boulevard,22056,31844.0,22.0
26833,Grand Boulevard,22056,28991.0,0.0
26834,Grand Boulevard,22056,21669.0,0.0
26835,Grand Boulevard,22056,9585.5,99.0
26836,Grand Boulevard,22056,13033.5,99.0
26837,Grand Boulevard,22056,7359.57,30.0
26838,Grand Boulevard,22056,18164.5,30.0
26839,Grand Boulevard,22056,6282.0,20.0
26840,Grand Boulevard,22056,12446.33,54.0
26841,Grand Boulevard,22056,14153.67,54.0
26842,Grand Boulevard,22056,9936.5,50.0
26843,Grand Boulevard,22056,18623.5,50.0
26844,Grand Boulevard,22056,6776.17,53.0
26845,Grand Boulevard,22056,16969.0,53.0
26846,Grand Boulevard,22056,10849.0,68.0
26847,Grand Boulevard,22056,10098.5,22.0
26848,Grand Boulevard,22056,13980.0,22.0
26849,Grand Boulevard,22056,6378.0,33.0
26850,Grand Boulevard,22056,14680.6,33.0
26851,Grand Boulevard,22056,8500.0,40.0
26852,Grand Boulevard,22056,7012.63,47.0
26853,Grand Boulevard,22056,13945.0,47.0
26854,Grand Boulevard,22056,9867.67,43.0
26855,Grand Boulevard,22056,14419.5,43.0
26856,Grand Boulevard,22056,9714.0,96.0
26857,Grand Boulevard,22056,9693.29,96.0
26858,Grand Boulevard,22056,8960.0,51.0
26859,Grand Boulevard,22056,10978.5,21.0
26860,Grand Boulevard,22056,6781.5,51.0
26861,Grand Boulevard,22056,5224.2,15.0
26862,Grand Boulevard,22056,9026.0,15.0
26863,Grand Boulevard,22056,16908.0,64.0
26864,Grand Boulevard,22056,20048.33,64.0
26865,Grand Boulevard,22056,14021.0,52.0
26866,Grand Boulevard,22056,8564.5,30.0
26867,Grand Boulevard,22056,5542.5,52.0
26868,Grand Boulevard,22056,19459.0,52.0
26869,Grand Boulevard,22056,16981.8,43.0
26870,Grand Boulevard,22056,6879.67,43.0
26871,Grand Boulevard,22056,31163.5,39.0
26872,Grand Boulevard,22056,7716.33,50.0
26873,Grand Boulevard,22056,3596.86,92.0
26874,Grand Boulevard,22056,8976.5,127.0
26875,Grand Boulevard,22056,9926.0,12.0
26876,Grand Boulevard,22056,8092.0,47.0
26877,Grand Boulevard,22056,4020.5,15.0
26878,Grand Boulevard,22056,15348.5,15.0
26879,Grand Boulevard,22056,13139.44,87.0
26880,Grand Boulevard,22056,956.0,8.0
26881,Grand Boulevard,22056,7954.0,21.0
26882,Grand Boulevard,22056,18499.5,6.0
26883,Grand Boulevard,22056,7470.33,66.0
26884,Grand Boulevard,22056,10471.29,66.0
26885,Grand Boulevard,22056,8927.6,75.0
26886,Grand Boulevard,22056,16707.0,75.0
26887,Grand Boulevard,22056,12530.79,69.0
26888,Grand Boulevard,22056,13755.5,69.0
26889,Grand Boulevard,22056,9913.11,87.0
26890,Grand Boulevard,22056,3949.5,100.0
26891,Grand Boulevard,22056,11042.8,100.0
26892,Grand Boulevard,22056,8089.0,92.0
26893,Grand Boulevard,22056,8417.0,101.0
26894,Grand Boulevard,22056,14003.25,153.0
26895,Grand Boulevard,22056,10180.63,153.0
26896,Grand Boulevard,22056,11674.0,153.0
26897,Grand Boulevard,22056,12790.9,80.0
26898,Grand Boulevard,22056,10125.7,338.0
26899,Grand Boulevard,22056,31577.0,338.0
26900,Grand Boulevard,22056,2964.0,40.0
26901,Grand Boulevard,22056,20440.0,40.0
26902,Grand Boulevard,22056,7835.0,134.0
26903,Grand Boulevard,22056,13792.0,8.0
26904,Grand Boulevard,22056,13922.0,118.0
26905,Grand Boulevard,22056,14130.71,118.0
26906,Grand Boulevard,22056,9210.0,118.0
26907,Grand Boulevard,22056,7538.0,59.0
26908,Grand Boulevard,22056,9130.2,57.0
26909,Grand Boulevard,22056,8775.43,47.0
26910,Grand Boulevard,22056,45975.0,47.0
26911,Grand Boulevard,22056,15967.0,48.0
26912,Grand Boulevard,22056,7075.0,48.0
26913,Grand Boulevard,22056,4062.5,15.0
26914,Grand Boulevard,22056,5320.11,52.0
26915,Grand Boulevard,22056,12212.44,52.0
26916,Grand Boulevard,22056,9870.2,89.0
26917,Grand Boulevard,22056,8285.33,89.0
26918,Grand Boulevard,22056,8557.31,59.0
26919,Grand Boulevard,22056,7615.4,76.0
26920,Grand Boulevard,22056,20465.0,76.0
26921,Grand Boulevard,22056,7120.67,82.0
26922,Grand Boulevard,22056,15567.71,70.0
26923,Grand Boulevard,22056,21881.0,70.0
26924,Grand Boulevard,22056,5347.67,107.0
26925,Grand Boulevard,22056,19028.8,107.0
26926,Grand Boulevard,22056,7223.15,70.0
26927,Grand Boulevard,22056,7083.88,70.0
26928,Grand Boulevard,22056,12826.29,127.0
26929,Grand Boulevard,22056,17731.33,62.0
26930,Grand Boulevard,22056,9565.88,62.0
26931,Grand Boulevard,22056,13890.33,84.0
26932,Kenwood,37519,5792.67,75.0
26933,Kenwood,37519,626.5,253.0
26934,Kenwood,37519,24037.0,38.0
26935,Kenwood,37519,8685.75,64.0
26936,Kenwood,37519,69588.0,32.0
26937,Kenwood,37519,19866.5,38.0
26938,Kenwood,37519,5553.67,258.0
26939,Kenwood,37519,293417.2,9078.0
26940,Kenwood,37519,11868.88,43.0
26941,Kenwood,37519,24694.5,43.0
26942,Kenwood,37519,10618.4,67.0
26943,Kenwood,37519,21314.0,67.0
26944,Kenwood,37519,9537.13,68.0
26945,Kenwood,37519,10469.0,68.0
26946,Kenwood,37519,10785.55,105.0
26947,Kenwood,37519,14001.93,105.0
26948,Kenwood,37519,333837.0,458.0
26949,Kenwood,37519,19103.88,458.0
26950,Kenwood,37519,13153.33,458.0
26951,Kenwood,37519,9949.06,255.0
26952,Kenwood,37519,10226.7,255.0
26953,Kenwood,37519,9644.0,255.0
26954,Kenwood,37519,22421.5,220.0
26955,Kenwood,37519,15288.6,63.0
26956,Kenwood,37519,12730.08,61.0
26957,Kenwood,37519,10208.8,61.0
26958,Kenwood,37519,9846.6,51.0
26959,Kenwood,37519,23462.0,51.0
26960,Kenwood,37519,7223.5,97.0
26961,Kenwood,37519,12483.4,220.0
26962,Kenwood,37519,7609.14,38.0
26963,Kenwood,37519,7795.8,45.0
26964,Kenwood,37519,16007.8,242.0
26965,Kenwood,37519,8707.0,242.0
26966,Kenwood,37519,170765.0,242.0
26967,Kenwood,37519,6839.0,39.0
26968,Kenwood,37519,62457.67,265.0
26969,Kenwood,37519,8171.22,265.0
26970,Kenwood,37519,11350.33,158.0
26971,Kenwood,37519,14054.5,69.0
26972,Kenwood,37519,10114.0,69.0
26973,Kenwood,37519,11040.75,64.0
26974,Kenwood,37519,22660.83,68.0
26975,Kenwood,37519,14079.88,68.0
26976,Kenwood,37519,20185.5,50.0
26977,Kenwood,37519,4381.8,50.0
26978,Kenwood,37519,7417.6,47.0
26979,Kenwood,37519,8178.0,47.0
26980,Kenwood,37519,7448.57,67.0
26981,Kenwood,37519,8228.33,67.0
26982,Kenwood,37519,9834.45,91.0
26983,Kenwood,37519,6053.29,91.0
26984,Kenwood,37519,32308.0,17.0
26985,Kenwood,37519,9285.08,154.0
26986,Kenwood,37519,15946.5,154.0
26987,Kenwood,37519,70061.0,36.0
26988,Kenwood,37519,28302.0,317.0
26989,Kenwood,37519,7521.2,317.0
26990,Kenwood,37519,53475.0,26.0
26991,Kenwood,37519,87486.0,62.0
26992,Kenwood,37519,12562.5,62.0
26993,Kenwood,37519,11469.0,62.0
26994,Kenwood,37519,4188.0,161.0
26995,Kenwood,37519,9824.89,161.0
26996,Kenwood,37519,21915.0,43.0
26997,Kenwood,37519,26701.4,298.0
26998,Kenwood,37519,24165.0,290.0
26999,Kenwood,37519,37136.5,290.0
27000,Kenwood,37519,57639.62,526.0
27001,Kenwood,37519,18759.6,526.0
27002,Kenwood,37519,12448.5,73.0
27003,Kenwood,37519,10551.83,52.0
27004,Kenwood,37519,24244.67,363.0
27005,Kenwood,37519,11561.92,75.0
27006,Kenwood,37519,10814.25,0.0
27007,Kenwood,37519,23180.0,204.0
27008,Kenwood,37519,8131.86,204.0
27009,Kenwood,37519,8783.75,204.0
27010,Kenwood,37519,31041.0,52.0
27011,Kenwood,37519,18810.0,52.0
27012,Kenwood,37519,10154.67,185.0
27013,Kenwood,37519,11281.5,283.0
27014,Kenwood,37519,38857.0,120.0
27015,Kenwood,37519,313581.0,203.0
27016,Kenwood,37519,16824.27,50.0
27017,Kenwood,37519,16969.5,330.0
27018,Kenwood,37519,19843.67,330.0
27019,Kenwood,37519,14570.43,70.0
27020,Kenwood,37519,24644.4,330.0
27021,Kenwood,37519,38076.57,185.0
27022,Kenwood,37519,27530.33,185.0
27023,Kenwood,37519,4988.29,8.0
27024,Kenwood,37519,6312.47,30.0
27025,Kenwood,37519,29037.0,253.0
27026,Kenwood,37519,36543.9,134.0
27027,Kenwood,37519,12756.89,423.0
27028,Kenwood,37519,23527.11,423.0
27029,Kenwood,37519,8355.67,170.0
27030,Kenwood,37519,26057.6,170.0
27031,Kenwood,37519,9937.67,211.0
27032,Kenwood,37519,12410.88,211.0
27033,Kenwood,37519,17465.9,76.0
27034,Kenwood,37519,26636.42,84.0
27035,Kenwood,37519,36309.0,74.0
27036,Kenwood,37519,18191.5,54.0
27037,Kenwood,37519,18944.08,179.0
27038,Kenwood,37519,27051.11,179.0
27039,Kenwood,37519,13238.4,310.0
27040,Kenwood,37519,30439.0,310.0
27041,Kenwood,37519,17881.0,310.0
27042,Kenwood,37519,12191.0,517.0
27043,Kenwood,37519,9316.8,517.0
27044,Kenwood,37519,20137.0,517.0
27045,Kenwood,37519,20546.0,26.0
27046,Kenwood,37519,12848.67,26.0
27047,Kenwood,37519,13372.8,156.0
27048,Kenwood,37519,13156.58,156.0
27049,Kenwood,37519,13285.42,82.0
27050,Kenwood,37519,12419.0,29.0
27051,Kenwood,37519,26297.5,46.0
27052,Kenwood,37519,18942.1,32.0
27053,Kenwood,37519,14504.86,26.0
27054,Kenwood,37519,10649.67,71.0
27055,Kenwood,37519,8253.25,58.0
27056,Kenwood,37519,22466.0,532.0
27057,Kenwood,37519,28563.67,532.0
27058,Kenwood,37519,21795.0,532.0
27059,Kenwood,37519,15879.5,290.0
27060,Kenwood,37519,75148.5,157.0
27061,Kenwood,37519,10754.5,45.0
27062,Kenwood,37519,6487.5,463.0
27063,Kenwood,37519,7160.33,16.0
27064,Kenwood,37519,35707.67,170.0
27065,Kenwood,37519,8555.0,170.0
27066,Kenwood,37519,12408.07,170.0
27067,Kenwood,37519,21939.7,241.0
27068,Kenwood,37519,12638.67,241.0
27069,Kenwood,37519,14554.57,241.0
27070,Kenwood,37519,97379.5,381.0
27071,Kenwood,37519,16485.57,106.0
27072,Kenwood,37519,21174.0,106.0
27073,Kenwood,37519,12891.1,106.0
27074,Washington Park,13087,557.0,0.0
27075,Washington Park,13087,2550.0,119.0
27076,Washington Park,13087,6595.0,37.0
27077,Washington Park,13087,7937.0,105.0
27078,Washington Park,13087,45850.0,167.0
27079,Washington Park,13087,20455.0,91.0
27080,Washington Park,13087,84012.5,10957.0
27081,Washington Park,13087,10638.33,121.0
27082,Washington Park,13087,9236.25,53.0
27083,Washington Park,13087,9184.0,13.0
27084,Washington Park,13087,8268.0,32.0
27085,Washington Park,13087,17685.33,98.0
27086,Washington Park,13087,11982.69,167.0
27087,Washington Park,13087,19425.88,124.0
27088,Washington Park,13087,30969.33,308.0
27089,Washington Park,13087,20020.13,308.0
27090,Washington Park,13087,10735.75,308.0
27091,Washington Park,13087,10634.08,118.0
27092,Washington Park,13087,14230.0,118.0
27093,Washington Park,13087,11671.81,88.0
27094,Washington Park,13087,15720.0,37.0
27095,Washington Park,13087,7364.5,9.0
27096,Washington Park,13087,15634.6,292.0
27097,Washington Park,13087,17736.0,292.0
27098,Washington Park,13087,41669.0,106.0
27099,Washington Park,13087,10861.0,113.0
27100,Washington Park,13087,19007.5,11.0
27101,Washington Park,13087,12482.33,101.0
27102,Washington Park,13087,13921.67,86.0
27103,Washington Park,13087,19031.67,86.0
27104,Washington Park,13087,21178.0,104.0
27105,Washington Park,13087,20689.0,19.0
27106,Washington Park,13087,13214.15,114.0
27107,Washington Park,13087,24810.5,114.0
27108,Washington Park,13087,12605.0,112.0
27109,Washington Park,13087,18070.83,83.0
27110,Washington Park,13087,22879.0,91.0
27111,Washington Park,13087,15253.14,91.0
27112,Washington Park,13087,9664.17,43.0
27113,Washington Park,13087,17781.33,43.0
27114,Washington Park,13087,16696.33,68.0
27115,Washington Park,13087,13527.0,132.0
27116,Washington Park,13087,14018.5,132.0
27117,Washington Park,13087,5872.0,132.0
27118,Washington Park,13087,17870.0,47.0
27119,Washington Park,13087,18293.5,26.0
27120,Washington Park,13087,8577.0,34.0
27121,Washington Park,13087,11178.75,34.0
27122,Washington Park,13087,12674.0,93.0
27123,Washington Park,13087,16246.0,93.0
27124,Washington Park,13087,22351.0,44.0
27125,Washington Park,13087,13402.0,44.0
27126,Washington Park,13087,32377.0,13.0
27127,Washington Park,13087,21906.0,1.0
27128,Washington Park,13087,13780.2,111.0
27129,Washington Park,13087,11116.36,219.0
27130,Washington Park,13087,17770.38,159.0
27131,Washington Park,13087,9551.2,159.0
27132,Washington Park,13087,4773.5,159.0
27133,Washington Park,13087,7659.44,105.0
27134,Washington Park,13087,14024.0,233.0
27135,Washington Park,13087,9720.0,233.0
